dt,gender,age,chainname,number_visit
2017-11-21,male,25_34,Chick-fil-A,6338
2017-11-21,female,Under_18,Popeyes Louisiana Kitchen,10
2017-11-21,male,18_24,Popeyes Louisiana Kitchen,244
2017-11-22,female,35_44,Popeyes Louisiana Kitchen,1840
2017-11-22,female,18_24,Popeyes Louisiana Kitchen,289
2017-11-22,female,65_plus,Chick-fil-A,504
2017-11-22,female,Under_18,Chick-fil-A,158
2017-11-22,male,Under_18,Popeyes Louisiana Kitchen,8
2017-11-22,female,55_64,Chick-fil-A,1145
2017-11-22,male,65_plus,Chick-fil-A,497
2017-11-22,male,55_64,Chick-fil-A,1236
2017-11-22,female,25_34,Popeyes Louisiana Kitchen,1900
2017-11-22,male,45_54,Chick-fil-A,4883
2017-11-22,female,55_64,Popeyes Louisiana Kitchen,243
2017-11-22,male,45_54,Popeyes Louisiana Kitchen,1089
2017-11-22,male,18_24,Popeyes Louisiana Kitchen,242
2017-11-22,male,65_plus,Popeyes Louisiana Kitchen,127
2017-11-22,male,18_24,Chick-fil-A,1231
2017-11-22,male,35_44,Chick-fil-A,9048
2017-11-22,female,25_34,Chick-fil-A,7564
2017-11-22,female,18_24,Chick-fil-A,1491
2017-11-22,male,55_64,Popeyes Louisiana Kitchen,316
2017-11-22,male,25_34,Chick-fil-A,7311
2017-11-22,male,Under_18,Chick-fil-A,55
2017-11-22,female,Under_18,Popeyes Louisiana Kitchen,16
2017-11-22,female,35_44,Chick-fil-A,9313
2017-11-22,male,25_34,Popeyes Louisiana Kitchen,2370
2017-11-22,female,65_plus,Popeyes Louisiana Kitchen,80
2017-11-22,female,45_54,Popeyes Louisiana Kitchen,612
2017-11-22,male,35_44,Popeyes Louisiana Kitchen,2400
2017-11-22,female,45_54,Chick-fil-A,3595
2017-11-23,female,65_plus,Popeyes Louisiana Kitchen,23
2017-11-23,female,18_24,Chick-fil-A,360
2017-11-23,male,35_44,Popeyes Louisiana Kitchen,1197
2017-11-23,female,Under_18,Popeyes Louisiana Kitchen,13
2017-11-23,female,45_54,Chick-fil-A,620
2017-11-23,female,25_34,Popeyes Louisiana Kitchen,1087
2017-11-23,male,45_54,Chick-fil-A,996
2017-11-23,male,18_24,Popeyes Louisiana Kitchen,184
2017-11-23,male,45_54,Popeyes Louisiana Kitchen,445
2017-11-23,female,55_64,Chick-fil-A,211
2017-11-23,male,25_34,Chick-fil-A,2247
2017-11-23,female,55_64,Popeyes Louisiana Kitchen,81
2017-11-23,male,65_plus,Chick-fil-A,56
2017-11-23,male,55_64,Popeyes Louisiana Kitchen,104
2017-11-23,male,55_64,Chick-fil-A,223
2017-11-23,male,Under_18,Chick-fil-A,5
2017-11-23,female,18_24,Popeyes Louisiana Kitchen,181
2017-11-23,male,65_plus,Popeyes Louisiana Kitchen,32
2017-11-23,female,Under_18,Chick-fil-A,33
2017-11-23,male,18_24,Chick-fil-A,373
2017-11-23,male,35_44,Chick-fil-A,2019
2017-11-23,female,65_plus,Chick-fil-A,59
2017-11-23,female,35_44,Popeyes Louisiana Kitchen,867
2017-11-23,male,Under_18,Popeyes Louisiana Kitchen,2
2017-11-23,male,25_34,Popeyes Louisiana Kitchen,1388
2017-11-23,female,45_54,Popeyes Louisiana Kitchen,206
2017-11-23,female,35_44,Chick-fil-A,1787
2017-11-23,female,25_34,Chick-fil-A,2030
2017-11-24,male,45_54,Popeyes Louisiana Kitchen,667
2017-11-24,male,Under_18,Popeyes Louisiana Kitchen,4
2017-11-24,female,35_44,Popeyes Louisiana Kitchen,1118
2017-11-24,male,18_24,Chick-fil-A,844
2017-11-24,female,45_54,Chick-fil-A,2876
2017-11-24,female,55_64,Popeyes Louisiana Kitchen,140
2017-11-24,female,Under_18,Popeyes Louisiana Kitchen,14
2017-11-24,male,25_34,Popeyes Louisiana Kitchen,1450
2017-11-24,female,65_plus,Popeyes Louisiana Kitchen,58
2017-11-24,female,18_24,Popeyes Louisiana Kitchen,158
2017-11-24,male,35_44,Chick-fil-A,6884
2017-11-24,male,55_64,Chick-fil-A,871
2017-11-24,male,18_24,Popeyes Louisiana Kitchen,190
2017-11-24,female,25_34,Chick-fil-A,5870
2017-11-24,female,Under_18,Chick-fil-A,170
2017-11-24,female,45_54,Popeyes Louisiana Kitchen,398
2017-11-24,male,35_44,Popeyes Louisiana Kitchen,1420
2017-11-24,male,25_34,Chick-fil-A,5377
2017-11-24,male,65_plus,Chick-fil-A,367
2017-11-24,female,18_24,Chick-fil-A,1091
2017-11-24,male,Under_18,Chick-fil-A,43
2017-11-24,female,35_44,Chick-fil-A,7436
2017-11-24,female,65_plus,Chick-fil-A,386
2017-11-24,male,45_54,Chick-fil-A,3790
2017-11-24,female,55_64,Chick-fil-A,963
2017-11-24,female,25_34,Popeyes Louisiana Kitchen,1138
2017-11-24,male,65_plus,Popeyes Louisiana Kitchen,66
2017-11-24,male,55_64,Popeyes Louisiana Kitchen,173
2017-11-25,male,25_34,Popeyes Louisiana Kitchen,1781
2017-11-25,female,35_44,Popeyes Louisiana Kitchen,1353
2017-11-25,female,25_34,Popeyes Louisiana Kitchen,1443
2017-11-25,male,55_64,Chick-fil-A,968
2017-11-25,female,55_64,Popeyes Louisiana Kitchen,164
2017-11-25,female,25_34,Chick-fil-A,6133
2017-11-25,female,35_44,Chick-fil-A,7474
2017-11-25,female,Under_18,Popeyes Louisiana Kitchen,19
2017-11-25,female,55_64,Chick-fil-A,957
2017-11-25,female,18_24,Chick-fil-A,1223
2017-11-25,male,Under_18,Chick-fil-A,48
2017-11-25,male,55_64,Popeyes Louisiana Kitchen,217
2017-11-25,male,18_24,Popeyes Louisiana Kitchen,244
2017-11-25,male,35_44,Chick-fil-A,7549
2017-11-25,female,Under_18,Chick-fil-A,150
2017-11-25,male,35_44,Popeyes Louisiana Kitchen,1667
2017-11-25,male,25_34,Chick-fil-A,6010
2017-11-25,female,45_54,Chick-fil-A,2934
2017-11-25,male,65_plus,Popeyes Louisiana Kitchen,68
2017-11-25,male,18_24,Chick-fil-A,967
2017-11-25,male,65_plus,Chick-fil-A,396
2017-11-25,female,45_54,Popeyes Louisiana Kitchen,441
2017-11-25,male,Under_18,Popeyes Louisiana Kitchen,3
2017-11-25,female,65_plus,Chick-fil-A,392
2017-11-25,female,65_plus,Popeyes Louisiana Kitchen,53
2017-11-25,male,45_54,Chick-fil-A,4075
2017-11-25,male,45_54,Popeyes Louisiana Kitchen,736
2017-11-25,female,18_24,Popeyes Louisiana Kitchen,206
2017-11-26,male,25_34,Popeyes Louisiana Kitchen,1798
2017-11-26,male,45_54,Chick-fil-A,1159
2017-11-26,male,Under_18,Chick-fil-A,22
2017-11-26,male,35_44,Popeyes Louisiana Kitchen,1711
2017-11-26,female,Under_18,Chick-fil-A,31
2017-11-26,male,55_64,Chick-fil-A,282
2017-11-26,female,45_54,Popeyes Louisiana Kitchen,478
2017-11-26,male,65_plus,Popeyes Louisiana Kitchen,72
2017-11-26,female,35_44,Chick-fil-A,1994
2017-11-26,female,18_24,Chick-fil-A,388
2017-11-26,female,25_34,Popeyes Louisiana Kitchen,1447
2017-11-26,female,55_64,Popeyes Louisiana Kitchen,159
2017-11-26,female,65_plus,Chick-fil-A,85
2017-11-26,male,Under_18,Popeyes Louisiana Kitchen,4
2017-11-26,female,55_64,Chick-fil-A,259
2017-11-26,male,65_plus,Chick-fil-A,106
2017-11-26,male,18_24,Popeyes Louisiana Kitchen,224
2017-11-26,female,65_plus,Popeyes Louisiana Kitchen,57
2017-11-26,female,35_44,Popeyes Louisiana Kitchen,1365
2017-11-26,female,45_54,Chick-fil-A,743
2017-11-26,male,45_54,Popeyes Louisiana Kitchen,728
2017-11-26,female,Under_18,Popeyes Louisiana Kitchen,13
2017-11-26,female,25_34,Chick-fil-A,1853
2017-11-26,male,25_34,Chick-fil-A,2034
2017-11-26,female,18_24,Popeyes Louisiana Kitchen,208
2017-11-26,male,55_64,Popeyes Louisiana Kitchen,196
2017-11-26,male,35_44,Chick-fil-A,2296
2017-11-26,male,18_24,Chick-fil-A,375
2017-11-27,female,55_64,Chick-fil-A,979
2017-11-27,female,Under_18,Popeyes Louisiana Kitchen,17
2017-11-27,male,25_34,Chick-fil-A,5079
2017-11-27,female,25_34,Chick-fil-A,5215
2017-11-27,male,35_44,Chick-fil-A,6166
2017-11-27,female,18_24,Chick-fil-A,1008
2017-11-27,female,25_34,Popeyes Louisiana Kitchen,1360
2017-11-27,female,65_plus,Popeyes Louisiana Kitchen,80
2017-11-27,male,55_64,Popeyes Louisiana Kitchen,286
2017-11-27,male,18_24,Popeyes Louisiana Kitchen,221
2017-11-27,female,55_64,Popeyes Louisiana Kitchen,194
2017-11-27,male,65_plus,Popeyes Louisiana Kitchen,97
2017-11-27,male,18_24,Chick-fil-A,842
2017-11-27,male,25_34,Popeyes Louisiana Kitchen,1784
2017-11-27,male,Under_18,Popeyes Louisiana Kitchen,2
2017-11-27,female,45_54,Popeyes Louisiana Kitchen,457
2017-11-27,female,Under_18,Chick-fil-A,110
2017-11-27,female,18_24,Popeyes Louisiana Kitchen,191
2017-11-27,female,35_44,Popeyes Louisiana Kitchen,1451
2017-11-27,male,45_54,Popeyes Louisiana Kitchen,930
2017-11-27,female,35_44,Chick-fil-A,6242
2017-11-27,female,65_plus,Chick-fil-A,536
2017-11-27,male,55_64,Chick-fil-A,995
2017-11-27,male,35_44,Popeyes Louisiana Kitchen,1994
2017-11-27,female,45_54,Chick-fil-A,2491
2017-11-27,male,65_plus,Chick-fil-A,508
2017-11-27,male,Under_18,Chick-fil-A,33
2017-11-27,male,45_54,Chick-fil-A,3352
2017-11-28,male,18_24,Popeyes Louisiana Kitchen,188
2017-11-28,male,55_64,Popeyes Louisiana Kitchen,324
2017-11-28,male,35_44,Chick-fil-A,7203
2017-11-28,female,25_34,Popeyes Louisiana Kitchen,1518
2017-11-28,female,25_34,Chick-fil-A,5851
2017-11-28,female,65_plus,Popeyes Louisiana Kitchen,93
2017-11-28,male,65_plus,Chick-fil-A,546
2017-11-28,female,35_44,Popeyes Louisiana Kitchen,1590
2017-11-28,female,35_44,Chick-fil-A,7472
2017-11-28,male,25_34,Popeyes Louisiana Kitchen,1989
2017-11-28,female,55_64,Popeyes Louisiana Kitchen,216
2017-11-28,male,45_54,Chick-fil-A,3889
2017-11-28,female,18_24,Chick-fil-A,1234
2017-11-28,female,18_24,Popeyes Louisiana Kitchen,211
2017-11-28,female,Under_18,Popeyes Louisiana Kitchen,17
2017-11-28,male,18_24,Chick-fil-A,1007
2017-11-28,female,Under_18,Chick-fil-A,139
2017-11-28,female,65_plus,Chick-fil-A,497
2017-11-28,male,35_44,Popeyes Louisiana Kitchen,2218
2017-11-28,male,45_54,Popeyes Louisiana Kitchen,975
2017-11-28,female,45_54,Chick-fil-A,2930
2017-11-28,male,65_plus,Popeyes Louisiana Kitchen,115
2017-11-28,male,25_34,Chick-fil-A,5878
2017-11-28,female,55_64,Chick-fil-A,1117
2017-11-28,male,55_64,Chick-fil-A,1040
2017-11-28,female,45_54,Popeyes Louisiana Kitchen,505
2017-11-28,male,Under_18,Popeyes Louisiana Kitchen,2
2017-11-28,male,Under_18,Chick-fil-A,40
2017-11-29,female,65_plus,Chick-fil-A,563
2017-11-29,female,55_64,Popeyes Louisiana Kitchen,242
2017-11-29,female,45_54,Chick-fil-A,3152
2017-11-29,male,Under_18,Popeyes Louisiana Kitchen,5
2017-11-29,male,35_44,Chick-fil-A,7448
2017-11-29,female,Under_18,Chick-fil-A,159
2017-11-29,female,25_34,Popeyes Louisiana Kitchen,1586
2017-11-29,male,35_44,Popeyes Louisiana Kitchen,2251
2017-11-29,male,55_64,Chick-fil-A,1103
2017-11-29,female,Under_18,Popeyes Louisiana Kitchen,11
2017-11-29,male,55_64,Popeyes Louisiana Kitchen,302
2017-11-29,male,18_24,Popeyes Louisiana Kitchen,219
2017-11-29,female,18_24,Popeyes Louisiana Kitchen,203
2017-11-29,male,Under_18,Chick-fil-A,59
2017-11-29,female,35_44,Popeyes Louisiana Kitchen,1634
2017-11-29,female,65_plus,Popeyes Louisiana Kitchen,83
2017-11-29,female,55_64,Chick-fil-A,1161
2017-11-29,female,25_34,Chick-fil-A,6112
2017-11-29,female,45_54,Popeyes Louisiana Kitchen,540
2017-11-29,male,18_24,Chick-fil-A,1030
2017-11-29,male,25_34,Chick-fil-A,5861
2017-11-29,male,25_34,Popeyes Louisiana Kitchen,1966
2017-11-29,female,35_44,Chick-fil-A,7980
2017-11-29,male,65_plus,Popeyes Louisiana Kitchen,120
2017-11-29,male,45_54,Chick-fil-A,4284
2017-11-29,female,18_24,Chick-fil-A,1223
2017-11-29,male,45_54,Popeyes Louisiana Kitchen,1042
2017-11-29,male,65_plus,Chick-fil-A,532
2017-11-30,female,Under_18,Popeyes Louisiana Kitchen,16
2017-11-30,male,45_54,Chick-fil-A,4367
2017-11-30,male,35_44,Chick-fil-A,8171
2017-11-30,female,25_34,Chick-fil-A,6761
2017-11-30,female,45_54,Popeyes Louisiana Kitchen,556
2017-11-30,male,35_44,Popeyes Louisiana Kitchen,2281
2017-11-30,male,65_plus,Popeyes Louisiana Kitchen,134
2017-11-30,female,35_44,Popeyes Louisiana Kitchen,1730
2017-11-30,female,18_24,Chick-fil-A,1336
2017-11-30,female,65_plus,Chick-fil-A,561
2017-11-30,male,45_54,Popeyes Louisiana Kitchen,1072
2017-11-30,female,18_24,Popeyes Louisiana Kitchen,214
2017-11-30,male,55_64,Popeyes Louisiana Kitchen,349
2017-11-30,male,55_64,Chick-fil-A,1258
2017-11-30,female,45_54,Chick-fil-A,3384
2017-11-30,female,65_plus,Popeyes Louisiana Kitchen,87
2017-11-30,male,18_24,Chick-fil-A,1047
2017-11-30,male,65_plus,Chick-fil-A,580
2017-11-30,male,Under_18,Popeyes Louisiana Kitchen,6
2017-11-30,female,55_64,Chick-fil-A,1216
2017-11-30,male,18_24,Popeyes Louisiana Kitchen,223
2017-11-30,male,25_34,Chick-fil-A,6462
2017-11-30,female,Under_18,Chick-fil-A,185
2017-11-30,female,35_44,Chick-fil-A,8856
2017-11-30,female,55_64,Popeyes Louisiana Kitchen,215
2017-11-30,male,25_34,Popeyes Louisiana Kitchen,2050
2017-11-30,male,Under_18,Chick-fil-A,47
2017-11-30,female,25_34,Popeyes Louisiana Kitchen,1593
2017-12-01,female,25_34,Chick-fil-A,7581
2017-12-01,male,Under_18,Popeyes Louisiana Kitchen,2
2017-12-01,male,65_plus,Chick-fil-A,559
2017-12-01,female,65_plus,Popeyes Louisiana Kitchen,98
2017-12-01,male,35_44,Chick-fil-A,9242
2017-12-01,female,25_34,Popeyes Louisiana Kitchen,1847
2017-12-01,male,Under_18,Chick-fil-A,52
2017-12-01,male,55_64,Popeyes Louisiana Kitchen,376
2017-12-01,male,18_24,Chick-fil-A,1138
2017-12-01,female,65_plus,Chick-fil-A,604
2017-12-01,female,18_24,Popeyes Louisiana Kitchen,269
2017-12-01,female,35_44,Popeyes Louisiana Kitchen,1994
2017-12-01,female,45_54,Chick-fil-A,3708
2017-12-01,female,Under_18,Popeyes Louisiana Kitchen,18
2017-12-01,male,65_plus,Popeyes Louisiana Kitchen,128
2017-12-01,male,25_34,Popeyes Louisiana Kitchen,2294
2017-12-01,female,Under_18,Chick-fil-A,175
2017-12-01,female,18_24,Chick-fil-A,1471
2017-12-01,male,25_34,Chick-fil-A,7157
2017-12-01,female,35_44,Chick-fil-A,9810
2017-12-01,male,45_54,Chick-fil-A,5079
2017-12-01,male,45_54,Popeyes Louisiana Kitchen,1173
2017-12-01,female,55_64,Chick-fil-A,1299
2017-12-01,male,35_44,Popeyes Louisiana Kitchen,2595
2017-12-01,male,18_24,Popeyes Louisiana Kitchen,276
2017-12-01,female,45_54,Popeyes Louisiana Kitchen,731
2017-12-01,male,55_64,Chick-fil-A,1294
2017-12-01,female,55_64,Popeyes Louisiana Kitchen,254
2017-12-02,female,65_plus,Popeyes Louisiana Kitchen,84
2017-12-02,female,25_34,Chick-fil-A,7934
2017-12-02,male,35_44,Popeyes Louisiana Kitchen,2423
2017-12-02,male,55_64,Chick-fil-A,1181
2017-12-02,female,35_44,Popeyes Louisiana Kitchen,2002
2017-12-02,female,45_54,Popeyes Louisiana Kitchen,644
2017-12-02,female,18_24,Chick-fil-A,1467
2017-12-02,male,65_plus,Chick-fil-A,477
2017-12-02,male,18_24,Popeyes Louisiana Kitchen,275
2017-12-02,male,25_34,Popeyes Louisiana Kitchen,2399
2017-12-02,female,25_34,Popeyes Louisiana Kitchen,2008
2017-12-02,male,18_24,Chick-fil-A,1168
2017-12-02,male,65_plus,Popeyes Louisiana Kitchen,94
2017-12-02,female,55_64,Popeyes Louisiana Kitchen,234
2017-12-02,male,Under_18,Chick-fil-A,68
2017-12-02,female,18_24,Popeyes Louisiana Kitchen,268
2017-12-02,male,Under_18,Popeyes Louisiana Kitchen,8
2017-12-02,male,45_54,Chick-fil-A,5282
2017-12-02,female,Under_18,Popeyes Louisiana Kitchen,24
2017-12-02,male,35_44,Chick-fil-A,9828
2017-12-02,male,45_54,Popeyes Louisiana Kitchen,1058
2017-12-02,female,35_44,Chick-fil-A,10155
2017-12-02,male,25_34,Chick-fil-A,7350
2017-12-02,female,55_64,Chick-fil-A,1201
2017-12-02,female,Under_18,Chick-fil-A,189
2017-12-02,male,55_64,Popeyes Louisiana Kitchen,292
2017-12-02,female,65_plus,Chick-fil-A,463
2017-12-02,female,45_54,Chick-fil-A,3996
2017-12-03,female,65_plus,Chick-fil-A,124
2017-12-03,male,18_24,Chick-fil-A,374
2017-12-03,male,18_24,Popeyes Louisiana Kitchen,259
2017-12-03,male,Under_18,Chick-fil-A,25
2017-12-03,female,45_54,Chick-fil-A,855
2017-12-03,male,Under_18,Popeyes Louisiana Kitchen,7
2017-12-03,female,Under_18,Popeyes Louisiana Kitchen,17
2017-12-03,male,45_54,Popeyes Louisiana Kitchen,876
2017-12-03,female,Under_18,Chick-fil-A,61
2017-12-03,male,25_34,Chick-fil-A,2332
2017-12-03,female,18_24,Chick-fil-A,453
2017-12-03,male,35_44,Popeyes Louisiana Kitchen,2022
2017-12-03,male,35_44,Chick-fil-A,2536
2017-12-03,female,18_24,Popeyes Louisiana Kitchen,256
2017-12-03,male,65_plus,Chick-fil-A,127
2017-12-03,female,25_34,Popeyes Louisiana Kitchen,1697
2017-12-03,female,65_plus,Popeyes Louisiana Kitchen,56
2017-12-03,male,55_64,Popeyes Louisiana Kitchen,265
2017-12-03,male,25_34,Popeyes Louisiana Kitchen,2151
2017-12-03,female,55_64,Popeyes Louisiana Kitchen,209
2017-12-03,female,35_44,Popeyes Louisiana Kitchen,1697
2017-12-03,female,45_54,Popeyes Louisiana Kitchen,550
2017-12-03,male,55_64,Chick-fil-A,303
2017-12-03,male,45_54,Chick-fil-A,1269
2017-12-03,female,25_34,Chick-fil-A,2228
2017-12-03,female,35_44,Chick-fil-A,2370
2017-12-03,male,65_plus,Popeyes Louisiana Kitchen,82
2017-12-03,female,55_64,Chick-fil-A,315
2017-12-04,male,Under_18,Popeyes Louisiana Kitchen,5
2017-12-04,male,55_64,Chick-fil-A,1015
2017-12-04,female,55_64,Chick-fil-A,1003
2017-12-04,male,65_plus,Popeyes Louisiana Kitchen,132
2017-12-04,female,18_24,Chick-fil-A,1044
2017-12-04,female,35_44,Popeyes Louisiana Kitchen,1570
2017-12-04,female,18_24,Popeyes Louisiana Kitchen,239
2017-12-04,male,25_34,Popeyes Louisiana Kitchen,2008
2017-12-04,male,55_64,Popeyes Louisiana Kitchen,321
2017-12-04,female,25_34,Chick-fil-A,5020
2017-12-04,female,25_34,Popeyes Louisiana Kitchen,1549
2017-12-04,male,45_54,Popeyes Louisiana Kitchen,953
2017-12-04,male,25_34,Chick-fil-A,5082
2017-12-04,female,35_44,Chick-fil-A,6488
2017-12-04,female,55_64,Popeyes Louisiana Kitchen,203
2017-12-04,female,65_plus,Chick-fil-A,494
2017-12-04,female,45_54,Chick-fil-A,2686
2017-12-04,female,65_plus,Popeyes Louisiana Kitchen,79
2017-12-04,male,45_54,Chick-fil-A,3557
2017-12-04,male,35_44,Popeyes Louisiana Kitchen,2120
2017-12-04,male,35_44,Chick-fil-A,6304
2017-12-04,female,45_54,Popeyes Louisiana Kitchen,515
2017-12-04,female,Under_18,Popeyes Louisiana Kitchen,5
2017-12-04,male,18_24,Popeyes Louisiana Kitchen,222
2017-12-04,male,18_24,Chick-fil-A,889
2017-12-04,male,65_plus,Chick-fil-A,520
2017-12-04,male,Under_18,Chick-fil-A,33
2017-12-04,female,Under_18,Chick-fil-A,116
2017-12-05,female,Under_18,Chick-fil-A,121
2017-12-05,male,35_44,Popeyes Louisiana Kitchen,2294
2017-12-05,female,35_44,Popeyes Louisiana Kitchen,1696
2017-12-05,male,45_54,Popeyes Louisiana Kitchen,1068
2017-12-05,female,25_34,Popeyes Louisiana Kitchen,1649
2017-12-05,male,65_plus,Chick-fil-A,540
2017-12-05,male,25_34,Popeyes Louisiana Kitchen,2135
2017-12-05,female,45_54,Chick-fil-A,2936
2017-12-05,female,65_plus,Popeyes Louisiana Kitchen,80
2017-12-05,female,35_44,Chick-fil-A,7709
2017-12-05,female,Under_18,Popeyes Louisiana Kitchen,12
2017-12-05,male,35_44,Chick-fil-A,7606
2017-12-05,female,65_plus,Chick-fil-A,571
2017-12-05,female,45_54,Popeyes Louisiana Kitchen,546
2017-12-05,male,Under_18,Chick-fil-A,44
2017-12-05,male,65_plus,Popeyes Louisiana Kitchen,114
2017-12-05,male,55_64,Chick-fil-A,1100
2017-12-05,female,55_64,Chick-fil-A,1138
2017-12-05,male,Under_18,Popeyes Louisiana Kitchen,10
2017-12-05,male,18_24,Chick-fil-A,973
2017-12-05,female,25_34,Chick-fil-A,5864
2017-12-05,female,55_64,Popeyes Louisiana Kitchen,213
2017-12-05,male,55_64,Popeyes Louisiana Kitchen,338
2017-12-05,male,45_54,Chick-fil-A,4210
2017-12-05,male,18_24,Popeyes Louisiana Kitchen,246
2017-12-05,female,18_24,Popeyes Louisiana Kitchen,227
2017-12-05,female,18_24,Chick-fil-A,1221
2017-12-05,male,25_34,Chick-fil-A,5815
2017-12-06,male,Under_18,Popeyes Louisiana Kitchen,1
2017-12-06,male,55_64,Popeyes Louisiana Kitchen,363
2017-12-06,female,Under_18,Popeyes Louisiana Kitchen,16
2017-12-06,female,35_44,Chick-fil-A,7815
2017-12-06,female,45_54,Popeyes Louisiana Kitchen,542
2017-12-06,male,65_plus,Chick-fil-A,555
2017-12-06,female,18_24,Popeyes Louisiana Kitchen,235
2017-12-06,male,65_plus,Popeyes Louisiana Kitchen,112
2017-12-06,female,Under_18,Chick-fil-A,145
2017-12-06,male,35_44,Chick-fil-A,7694
2017-12-06,male,45_54,Chick-fil-A,4258
2017-12-06,male,35_44,Popeyes Louisiana Kitchen,2224
2017-12-06,female,45_54,Chick-fil-A,3108
2017-12-06,male,Under_18,Chick-fil-A,41
2017-12-06,male,25_34,Chick-fil-A,6053
2017-12-06,female,65_plus,Chick-fil-A,537
2017-12-06,male,18_24,Chick-fil-A,975
2017-12-06,female,35_44,Popeyes Louisiana Kitchen,1693
2017-12-06,female,25_34,Chick-fil-A,5960
2017-12-06,male,25_34,Popeyes Louisiana Kitchen,2043
2017-12-06,female,18_24,Chick-fil-A,1243
2017-12-06,female,65_plus,Popeyes Louisiana Kitchen,77
2017-12-06,female,55_64,Popeyes Louisiana Kitchen,227
2017-12-06,male,55_64,Chick-fil-A,1185
2017-12-06,male,18_24,Popeyes Louisiana Kitchen,204
2017-12-06,female,25_34,Popeyes Louisiana Kitchen,1668
2017-12-06,male,45_54,Popeyes Louisiana Kitchen,1006
2017-12-06,female,55_64,Chick-fil-A,1102
2017-12-07,male,18_24,Chick-fil-A,1039
2017-12-07,male,55_64,Chick-fil-A,1114
2017-12-07,female,55_64,Chick-fil-A,1145
2017-12-07,female,35_44,Chick-fil-A,8250
2017-12-07,female,65_plus,Popeyes Louisiana Kitchen,91
2017-12-07,female,55_64,Popeyes Louisiana Kitchen,219
2017-12-07,male,65_plus,Popeyes Louisiana Kitchen,99
2017-12-07,female,45_54,Popeyes Louisiana Kitchen,540
2017-12-07,male,35_44,Popeyes Louisiana Kitchen,2234
2017-12-07,female,45_54,Chick-fil-A,3248
2017-12-07,female,35_44,Popeyes Louisiana Kitchen,1595
2017-12-07,female,Under_18,Chick-fil-A,155
2017-12-07,male,65_plus,Chick-fil-A,541
2017-12-07,female,Under_18,Popeyes Louisiana Kitchen,14
2017-12-07,male,Under_18,Chick-fil-A,46
2017-12-07,male,25_34,Popeyes Louisiana Kitchen,1971
2017-12-07,female,25_34,Chick-fil-A,6389
2017-12-07,female,25_34,Popeyes Louisiana Kitchen,1529
2017-12-07,female,18_24,Chick-fil-A,1299
2017-12-07,male,45_54,Chick-fil-A,4381
2017-12-07,male,55_64,Popeyes Louisiana Kitchen,314
2017-12-07,female,65_plus,Chick-fil-A,584
2017-12-07,male,45_54,Popeyes Louisiana Kitchen,1042
2017-12-07,male,35_44,Chick-fil-A,8036
2017-12-07,male,18_24,Popeyes Louisiana Kitchen,224
2017-12-07,male,25_34,Chick-fil-A,6199
2017-12-07,female,18_24,Popeyes Louisiana Kitchen,231
2017-12-07,male,Under_18,Popeyes Louisiana Kitchen,6
2017-12-08,male,18_24,Popeyes Louisiana Kitchen,233
2017-12-08,male,35_44,Chick-fil-A,8504
2017-12-08,male,25_34,Chick-fil-A,6784
2017-12-08,male,55_64,Chick-fil-A,1159
2017-12-08,female,25_34,Chick-fil-A,7077
2017-12-08,female,35_44,Popeyes Louisiana Kitchen,1700
2017-12-08,male,65_plus,Chick-fil-A,500
2017-12-08,male,65_plus,Popeyes Louisiana Kitchen,122
2017-12-08,female,45_54,Chick-fil-A,3326
2017-12-08,male,45_54,Popeyes Louisiana Kitchen,1049
2017-12-08,male,18_24,Chick-fil-A,1104
2017-12-08,male,45_54,Chick-fil-A,4638
2017-12-08,male,Under_18,Popeyes Louisiana Kitchen,4
2017-12-08,female,25_34,Popeyes Louisiana Kitchen,1713
2017-12-08,male,55_64,Popeyes Louisiana Kitchen,358
2017-12-08,female,65_plus,Chick-fil-A,508
2017-12-08,female,65_plus,Popeyes Louisiana Kitchen,82
2017-12-08,male,35_44,Popeyes Louisiana Kitchen,2407
2017-12-08,female,55_64,Chick-fil-A,1181
2017-12-08,female,35_44,Chick-fil-A,9018
2017-12-08,female,18_24,Chick-fil-A,1399
2017-12-08,male,25_34,Popeyes Louisiana Kitchen,2148
2017-12-08,male,Under_18,Chick-fil-A,41
2017-12-08,female,18_24,Popeyes Louisiana Kitchen,218
2017-12-08,female,Under_18,Chick-fil-A,161
2017-12-08,female,45_54,Popeyes Louisiana Kitchen,643
2017-12-08,female,Under_18,Popeyes Louisiana Kitchen,16
2017-12-08,female,55_64,Popeyes Louisiana Kitchen,238
2017-12-09,male,65_plus,Chick-fil-A,406
2017-12-09,female,Under_18,Chick-fil-A,164
2017-12-09,male,55_64,Chick-fil-A,1088
2017-12-09,male,Under_18,Chick-fil-A,54
2017-12-09,male,65_plus,Popeyes Louisiana Kitchen,82
2017-12-09,female,65_plus,Popeyes Louisiana Kitchen,63
2017-12-09,male,25_34,Chick-fil-A,6661
2017-12-09,female,25_34,Chick-fil-A,6638
2017-12-09,female,Under_18,Popeyes Louisiana Kitchen,23
2017-12-09,female,55_64,Popeyes Louisiana Kitchen,194
2017-12-09,male,35_44,Popeyes Louisiana Kitchen,2219
2017-12-09,female,45_54,Popeyes Louisiana Kitchen,591
2017-12-09,female,35_44,Popeyes Louisiana Kitchen,1675
2017-12-09,male,Under_18,Popeyes Louisiana Kitchen,4
2017-12-09,female,18_24,Popeyes Louisiana Kitchen,246
