dt,gender,age,chainname,number_visit
2016-08-29,male,25_34,Chick-fil-A,943
2016-08-29,female,55_64,Popeyes Louisiana Kitchen,48
2016-08-29,female,35_44,Popeyes Louisiana Kitchen,208
2016-08-29,female,18_24,Chick-fil-A,215
2016-08-29,male,25_34,Popeyes Louisiana Kitchen,325
2016-08-29,female,Under_18,Popeyes Louisiana Kitchen,1
2016-08-29,male,Under_18,Chick-fil-A,5
2016-08-29,male,55_64,Popeyes Louisiana Kitchen,57
2016-08-29,male,Under_18,Popeyes Louisiana Kitchen,3
2016-08-29,male,18_24,Popeyes Louisiana Kitchen,46
2016-08-29,female,25_34,Chick-fil-A,844
2016-08-29,male,45_54,Chick-fil-A,599
2016-08-29,male,35_44,Popeyes Louisiana Kitchen,318
2016-08-29,female,65_plus,Chick-fil-A,63
2016-08-29,female,18_24,Popeyes Louisiana Kitchen,50
2016-08-29,male,65_plus,Chick-fil-A,90
2016-08-29,female,Under_18,Chick-fil-A,14
2016-08-29,female,55_64,Chick-fil-A,151
2016-08-29,male,45_54,Popeyes Louisiana Kitchen,164
2016-08-29,female,45_54,Chick-fil-A,456
2016-08-29,female,25_34,Popeyes Louisiana Kitchen,236
2016-08-29,male,65_plus,Popeyes Louisiana Kitchen,28
2016-08-29,male,18_24,Chick-fil-A,216
2016-08-30,female,25_34,Popeyes Louisiana Kitchen,255
2016-08-30,male,25_34,Popeyes Louisiana Kitchen,361
2016-08-30,female,55_64,Popeyes Louisiana Kitchen,51
2016-08-30,female,35_44,Popeyes Louisiana Kitchen,258
2016-08-30,female,55_64,Chick-fil-A,206
2016-08-30,male,18_24,Popeyes Louisiana Kitchen,57
2016-08-30,female,45_54,Popeyes Louisiana Kitchen,123
2016-08-30,male,55_64,Chick-fil-A,192
2016-08-30,male,55_64,Popeyes Louisiana Kitchen,72
2016-08-30,male,65_plus,Chick-fil-A,83
2016-08-30,male,35_44,Chick-fil-A,1188
2016-08-30,female,18_24,Chick-fil-A,276
2016-08-30,female,18_24,Popeyes Louisiana Kitchen,49
2016-08-30,male,18_24,Chick-fil-A,268
2016-08-30,male,45_54,Popeyes Louisiana Kitchen,202
2016-08-30,female,45_54,Chick-fil-A,449
2016-08-30,female,65_plus,Chick-fil-A,79
2016-08-30,female,Under_18,Popeyes Louisiana Kitchen,4
2016-08-30,female,35_44,Chick-fil-A,1168
2016-08-30,male,65_plus,Popeyes Louisiana Kitchen,16
2016-08-30,male,25_34,Chick-fil-A,1123
2016-08-30,female,Under_18,Chick-fil-A,19
2016-08-30,male,Under_18,Chick-fil-A,12
2016-08-30,male,35_44,Popeyes Louisiana Kitchen,358
2016-08-30,male,Under_18,Popeyes Louisiana Kitchen,1
2016-08-30,male,45_54,Chick-fil-A,696
2016-08-30,female,25_34,Chick-fil-A,1039
2016-08-30,female,65_plus,Popeyes Louisiana Kitchen,19
2016-08-31,male,Under_18,Popeyes Louisiana Kitchen,2
2016-08-31,female,Under_18,Popeyes Louisiana Kitchen,3
2016-08-31,male,45_54,Chick-fil-A,777
2016-08-31,male,18_24,Chick-fil-A,245
2016-08-31,female,65_plus,Chick-fil-A,103
2016-08-31,female,18_24,Chick-fil-A,292
2016-08-31,male,25_34,Popeyes Louisiana Kitchen,397
2016-08-31,male,35_44,Chick-fil-A,1393
2016-08-31,male,55_64,Chick-fil-A,204
2016-08-31,female,45_54,Popeyes Louisiana Kitchen,103
2016-08-31,female,55_64,Popeyes Louisiana Kitchen,46
2016-08-31,female,18_24,Popeyes Louisiana Kitchen,51
2016-08-31,male,35_44,Popeyes Louisiana Kitchen,361
2016-08-31,female,25_34,Chick-fil-A,1125
2016-08-31,female,35_44,Popeyes Louisiana Kitchen,236
2016-08-31,male,55_64,Popeyes Louisiana Kitchen,67
2016-08-31,female,45_54,Chick-fil-A,578
2016-08-31,female,25_34,Popeyes Louisiana Kitchen,280
2016-08-31,male,Under_18,Chick-fil-A,18
2016-08-31,male,18_24,Popeyes Louisiana Kitchen,44
2016-08-31,male,65_plus,Popeyes Louisiana Kitchen,17
2016-08-31,female,35_44,Chick-fil-A,1246
2016-08-31,female,Under_18,Chick-fil-A,27
2016-08-31,male,25_34,Chick-fil-A,1172
2016-08-31,female,55_64,Chick-fil-A,183
2016-08-31,male,45_54,Popeyes Louisiana Kitchen,191
2016-08-31,female,65_plus,Popeyes Louisiana Kitchen,16
2016-08-31,male,65_plus,Chick-fil-A,101
2016-09-01,female,Under_18,Chick-fil-A,25
2016-09-01,male,35_44,Chick-fil-A,1442
2016-09-01,female,18_24,Popeyes Louisiana Kitchen,50
2016-09-01,male,65_plus,Chick-fil-A,90
2016-09-01,male,18_24,Chick-fil-A,295
2016-09-01,female,55_64,Chick-fil-A,214
2016-09-01,female,45_54,Chick-fil-A,593
2016-09-01,female,25_34,Chick-fil-A,1118
2016-09-01,male,25_34,Chick-fil-A,1292
2016-09-01,female,Under_18,Popeyes Louisiana Kitchen,7
2016-09-01,female,45_54,Popeyes Louisiana Kitchen,113
2016-09-01,female,65_plus,Chick-fil-A,78
2016-09-01,female,65_plus,Popeyes Louisiana Kitchen,17
2016-09-01,female,35_44,Popeyes Louisiana Kitchen,272
2016-09-01,male,55_64,Popeyes Louisiana Kitchen,71
2016-09-01,male,Under_18,Popeyes Louisiana Kitchen,1
2016-09-01,male,35_44,Popeyes Louisiana Kitchen,406
2016-09-01,male,65_plus,Popeyes Louisiana Kitchen,30
2016-09-01,male,18_24,Popeyes Louisiana Kitchen,55
2016-09-01,male,Under_18,Chick-fil-A,19
2016-09-01,male,25_34,Popeyes Louisiana Kitchen,371
2016-09-01,female,35_44,Chick-fil-A,1220
2016-09-01,female,18_24,Chick-fil-A,286
2016-09-01,female,25_34,Popeyes Louisiana Kitchen,268
2016-09-01,female,55_64,Popeyes Louisiana Kitchen,51
2016-09-01,male,45_54,Popeyes Louisiana Kitchen,195
2016-09-01,male,45_54,Chick-fil-A,775
2016-09-01,male,55_64,Chick-fil-A,230
2016-09-02,male,25_34,Popeyes Louisiana Kitchen,407
2016-09-02,male,55_64,Popeyes Louisiana Kitchen,78
2016-09-02,female,55_64,Popeyes Louisiana Kitchen,60
2016-09-02,male,Under_18,Chick-fil-A,17
2016-09-02,female,18_24,Chick-fil-A,335
2016-09-02,male,18_24,Popeyes Louisiana Kitchen,71
2016-09-02,male,45_54,Popeyes Louisiana Kitchen,183
2016-09-02,female,35_44,Chick-fil-A,1428
2016-09-02,female,45_54,Popeyes Louisiana Kitchen,136
2016-09-02,female,25_34,Chick-fil-A,1400
2016-09-02,female,25_34,Popeyes Louisiana Kitchen,330
2016-09-02,male,25_34,Chick-fil-A,1434
2016-09-02,male,35_44,Popeyes Louisiana Kitchen,386
2016-09-02,male,35_44,Chick-fil-A,1593
2016-09-02,female,45_54,Chick-fil-A,646
2016-09-02,male,55_64,Chick-fil-A,224
2016-09-02,female,35_44,Popeyes Louisiana Kitchen,289
2016-09-02,male,45_54,Chick-fil-A,888
2016-09-02,female,65_plus,Chick-fil-A,75
2016-09-02,female,Under_18,Popeyes Louisiana Kitchen,4
2016-09-02,female,Under_18,Chick-fil-A,32
2016-09-02,male,65_plus,Popeyes Louisiana Kitchen,20
2016-09-02,male,65_plus,Chick-fil-A,91
2016-09-02,female,65_plus,Popeyes Louisiana Kitchen,23
2016-09-02,male,18_24,Chick-fil-A,302
2016-09-02,female,18_24,Popeyes Louisiana Kitchen,50
2016-09-02,female,55_64,Chick-fil-A,245
2016-09-03,female,45_54,Chick-fil-A,627
2016-09-03,male,18_24,Chick-fil-A,285
2016-09-03,male,18_24,Popeyes Louisiana Kitchen,68
2016-09-03,female,Under_18,Popeyes Louisiana Kitchen,5
2016-09-03,female,55_64,Chick-fil-A,237
2016-09-03,female,25_34,Chick-fil-A,1304
2016-09-03,male,45_54,Chick-fil-A,845
2016-09-03,male,65_plus,Chick-fil-A,70
2016-09-03,male,65_plus,Popeyes Louisiana Kitchen,19
2016-09-03,female,35_44,Chick-fil-A,1410
2016-09-03,male,45_54,Popeyes Louisiana Kitchen,162
2016-09-03,male,Under_18,Chick-fil-A,20
2016-09-03,female,35_44,Popeyes Louisiana Kitchen,292
2016-09-03,female,18_24,Popeyes Louisiana Kitchen,62
2016-09-03,male,35_44,Chick-fil-A,1588
2016-09-03,female,18_24,Chick-fil-A,325
2016-09-03,male,25_34,Popeyes Louisiana Kitchen,401
2016-09-03,female,55_64,Popeyes Louisiana Kitchen,47
2016-09-03,female,Under_18,Chick-fil-A,32
2016-09-03,male,55_64,Chick-fil-A,255
2016-09-03,female,65_plus,Popeyes Louisiana Kitchen,21
2016-09-03,male,25_34,Chick-fil-A,1415
2016-09-03,female,65_plus,Chick-fil-A,80
2016-09-03,male,55_64,Popeyes Louisiana Kitchen,56
2016-09-03,male,Under_18,Popeyes Louisiana Kitchen,2
2016-09-03,male,35_44,Popeyes Louisiana Kitchen,394
2016-09-03,female,45_54,Popeyes Louisiana Kitchen,116
2016-09-03,female,25_34,Popeyes Louisiana Kitchen,295
2016-09-04,male,Under_18,Popeyes Louisiana Kitchen,3
2016-09-04,female,25_34,Chick-fil-A,390
2016-09-04,male,35_44,Popeyes Louisiana Kitchen,337
2016-09-04,male,25_34,Popeyes Louisiana Kitchen,389
2016-09-04,female,65_plus,Chick-fil-A,11
2016-09-04,male,18_24,Popeyes Louisiana Kitchen,52
2016-09-04,male,45_54,Chick-fil-A,189
2016-09-04,female,65_plus,Popeyes Louisiana Kitchen,20
2016-09-04,male,55_64,Chick-fil-A,67
2016-09-04,female,35_44,Popeyes Louisiana Kitchen,233
2016-09-04,female,45_54,Popeyes Louisiana Kitchen,86
2016-09-04,female,55_64,Chick-fil-A,47
2016-09-04,female,25_34,Popeyes Louisiana Kitchen,278
2016-09-04,male,Under_18,Chick-fil-A,4
2016-09-04,female,45_54,Chick-fil-A,122
2016-09-04,male,55_64,Popeyes Louisiana Kitchen,56
2016-09-04,female,18_24,Chick-fil-A,105
2016-09-04,female,Under_18,Popeyes Louisiana Kitchen,1
2016-09-04,female,Under_18,Chick-fil-A,10
2016-09-04,male,65_plus,Popeyes Louisiana Kitchen,16
2016-09-04,male,25_34,Chick-fil-A,400
2016-09-04,male,35_44,Chick-fil-A,390
2016-09-04,male,65_plus,Chick-fil-A,19
2016-09-04,female,35_44,Chick-fil-A,312
2016-09-04,male,45_54,Popeyes Louisiana Kitchen,182
2016-09-04,male,18_24,Chick-fil-A,92
2016-09-04,female,55_64,Popeyes Louisiana Kitchen,23
2016-09-04,female,18_24,Popeyes Louisiana Kitchen,55
2016-09-05,female,25_34,Chick-fil-A,870
2016-09-05,male,65_plus,Popeyes Louisiana Kitchen,14
2016-09-05,female,65_plus,Chick-fil-A,55
2016-09-05,female,35_44,Chick-fil-A,803
2016-09-05,male,Under_18,Popeyes Louisiana Kitchen,1
2016-09-05,male,18_24,Chick-fil-A,176
2016-09-05,female,65_plus,Popeyes Louisiana Kitchen,10
2016-09-05,female,Under_18,Popeyes Louisiana Kitchen,4
2016-09-05,female,Under_18,Chick-fil-A,18
2016-09-05,male,65_plus,Chick-fil-A,72
2016-09-05,female,18_24,Popeyes Louisiana Kitchen,58
2016-09-05,male,35_44,Chick-fil-A,980
2016-09-05,male,55_64,Chick-fil-A,146
2016-09-05,female,25_34,Popeyes Louisiana Kitchen,281
2016-09-05,male,Under_18,Chick-fil-A,12
2016-09-05,male,35_44,Popeyes Louisiana Kitchen,291
2016-09-05,male,18_24,Popeyes Louisiana Kitchen,40
2016-09-05,female,55_64,Popeyes Louisiana Kitchen,42
2016-09-05,female,18_24,Chick-fil-A,210
2016-09-05,female,35_44,Popeyes Louisiana Kitchen,198
2016-09-05,male,45_54,Popeyes Louisiana Kitchen,129
2016-09-05,male,55_64,Popeyes Louisiana Kitchen,56
2016-09-05,female,55_64,Chick-fil-A,140
2016-09-05,female,45_54,Chick-fil-A,364
2016-09-05,male,45_54,Chick-fil-A,521
2016-09-05,female,45_54,Popeyes Louisiana Kitchen,80
2016-09-05,male,25_34,Chick-fil-A,965
2016-09-05,male,25_34,Popeyes Louisiana Kitchen,368
2016-09-06,male,35_44,Popeyes Louisiana Kitchen,354
2016-09-06,female,Under_18,Popeyes Louisiana Kitchen,2
2016-09-06,male,55_64,Popeyes Louisiana Kitchen,69
2016-09-06,male,25_34,Chick-fil-A,970
2016-09-06,female,25_34,Chick-fil-A,959
2016-09-06,male,65_plus,Popeyes Louisiana Kitchen,34
2016-09-06,female,35_44,Popeyes Louisiana Kitchen,228
2016-09-06,male,25_34,Popeyes Louisiana Kitchen,369
2016-09-06,male,35_44,Chick-fil-A,1077
2016-09-06,male,18_24,Chick-fil-A,229
2016-09-06,female,55_64,Popeyes Louisiana Kitchen,35
2016-09-06,male,Under_18,Chick-fil-A,12
2016-09-06,female,65_plus,Chick-fil-A,88
2016-09-06,female,45_54,Popeyes Louisiana Kitchen,107
2016-09-06,male,18_24,Popeyes Louisiana Kitchen,51
2016-09-06,female,65_plus,Popeyes Louisiana Kitchen,21
2016-09-06,male,45_54,Popeyes Louisiana Kitchen,185
2016-09-06,male,65_plus,Chick-fil-A,67
2016-09-06,male,55_64,Chick-fil-A,213
2016-09-06,female,55_64,Chick-fil-A,180
2016-09-06,female,Under_18,Chick-fil-A,13
2016-09-06,male,45_54,Chick-fil-A,618
2016-09-06,female,18_24,Chick-fil-A,206
2016-09-06,female,35_44,Chick-fil-A,1039
2016-09-06,female,25_34,Popeyes Louisiana Kitchen,287
2016-09-06,female,18_24,Popeyes Louisiana Kitchen,40
2016-09-06,female,45_54,Chick-fil-A,425
2016-09-07,male,35_44,Popeyes Louisiana Kitchen,365
2016-09-07,female,Under_18,Chick-fil-A,27
2016-09-07,male,55_64,Chick-fil-A,214
2016-09-07,female,25_34,Chick-fil-A,1119
2016-09-07,male,Under_18,Popeyes Louisiana Kitchen,3
2016-09-07,female,65_plus,Chick-fil-A,102
2016-09-07,female,45_54,Popeyes Louisiana Kitchen,97
2016-09-07,male,65_plus,Popeyes Louisiana Kitchen,30
2016-09-07,male,45_54,Popeyes Louisiana Kitchen,169
2016-09-07,female,35_44,Popeyes Louisiana Kitchen,275
2016-09-07,female,18_24,Chick-fil-A,251
2016-09-07,female,18_24,Popeyes Louisiana Kitchen,35
2016-09-07,female,55_64,Popeyes Louisiana Kitchen,52
2016-09-07,female,Under_18,Popeyes Louisiana Kitchen,2
2016-09-07,female,45_54,Chick-fil-A,550
2016-09-07,female,65_plus,Popeyes Louisiana Kitchen,10
2016-09-07,male,Under_18,Chick-fil-A,10
2016-09-07,female,55_64,Chick-fil-A,173
2016-09-07,male,18_24,Popeyes Louisiana Kitchen,49
2016-09-07,male,65_plus,Chick-fil-A,60
2016-09-07,male,35_44,Chick-fil-A,1303
2016-09-07,male,55_64,Popeyes Louisiana Kitchen,84
2016-09-07,female,35_44,Chick-fil-A,1260
2016-09-07,male,45_54,Chick-fil-A,655
2016-09-07,male,25_34,Popeyes Louisiana Kitchen,352
2016-09-07,female,25_34,Popeyes Louisiana Kitchen,284
2016-09-07,male,18_24,Chick-fil-A,225
2016-09-07,male,25_34,Chick-fil-A,1080
2016-09-08,male,55_64,Chick-fil-A,192
2016-09-08,male,45_54,Popeyes Louisiana Kitchen,187
2016-09-08,female,65_plus,Chick-fil-A,76
2016-09-08,male,25_34,Popeyes Louisiana Kitchen,344
2016-09-08,male,18_24,Chick-fil-A,295
2016-09-08,female,18_24,Chick-fil-A,270
2016-09-08,male,65_plus,Popeyes Louisiana Kitchen,29
2016-09-08,female,25_34,Chick-fil-A,1135
2016-09-08,female,65_plus,Popeyes Louisiana Kitchen,23
2016-09-08,female,Under_18,Popeyes Louisiana Kitchen,3
2016-09-08,male,65_plus,Chick-fil-A,94
2016-09-08,male,18_24,Popeyes Louisiana Kitchen,46
2016-09-08,female,35_44,Popeyes Louisiana Kitchen,248
2016-09-08,female,Under_18,Chick-fil-A,26
2016-09-08,female,25_34,Popeyes Louisiana Kitchen,245
2016-09-08,male,Under_18,Chick-fil-A,11
2016-09-08,male,25_34,Chick-fil-A,1201
2016-09-08,female,45_54,Chick-fil-A,578
2016-09-08,male,45_54,Chick-fil-A,728
2016-09-08,male,35_44,Chick-fil-A,1388
2016-09-08,female,35_44,Chick-fil-A,1219
2016-09-08,male,35_44,Popeyes Louisiana Kitchen,359
2016-09-08,male,55_64,Popeyes Louisiana Kitchen,72
2016-09-08,female,18_24,Popeyes Louisiana Kitchen,53
2016-09-08,female,55_64,Chick-fil-A,191
2016-09-08,female,45_54,Popeyes Louisiana Kitchen,106
2016-09-08,female,55_64,Popeyes Louisiana Kitchen,41
2016-09-09,male,45_54,Chick-fil-A,843
2016-09-09,female,45_54,Popeyes Louisiana Kitchen,117
2016-09-09,female,55_64,Chick-fil-A,224
2016-09-09,male,25_34,Chick-fil-A,1318
2016-09-09,male,65_plus,Chick-fil-A,105
2016-09-09,female,18_24,Chick-fil-A,312
2016-09-09,female,25_34,Chick-fil-A,1206
2016-09-09,male,55_64,Chick-fil-A,251
2016-09-09,male,Under_18,Chick-fil-A,11
2016-09-09,male,65_plus,Popeyes Louisiana Kitchen,20
2016-09-09,female,Under_18,Chick-fil-A,38
2016-09-09,female,35_44,Chick-fil-A,1395
2016-09-09,female,65_plus,Popeyes Louisiana Kitchen,18
2016-09-09,female,18_24,Popeyes Louisiana Kitchen,49
2016-09-09,female,55_64,Popeyes Louisiana Kitchen,44
2016-09-09,female,25_34,Popeyes Louisiana Kitchen,313
2016-09-09,female,45_54,Chick-fil-A,642
2016-09-09,male,35_44,Chick-fil-A,1573
2016-09-09,male,35_44,Popeyes Louisiana Kitchen,396
2016-09-09,female,35_44,Popeyes Louisiana Kitchen,259
2016-09-09,male,45_54,Popeyes Louisiana Kitchen,189
2016-09-09,female,65_plus,Chick-fil-A,84
2016-09-09,male,18_24,Popeyes Louisiana Kitchen,61
2016-09-09,male,25_34,Popeyes Louisiana Kitchen,387
2016-09-09,male,55_64,Popeyes Louisiana Kitchen,76
2016-09-09,female,Under_18,Popeyes Louisiana Kitchen,2
2016-09-09,male,18_24,Chick-fil-A,298
2016-09-10,male,65_plus,Popeyes Louisiana Kitchen,25
2016-09-10,male,65_plus,Chick-fil-A,72
2016-09-10,female,Under_18,Chick-fil-A,40
2016-09-10,male,35_44,Popeyes Louisiana Kitchen,425
2016-09-10,female,35_44,Popeyes Louisiana Kitchen,265
2016-09-10,female,18_24,Chick-fil-A,331
2016-09-10,male,25_34,Popeyes Louisiana Kitchen,339
2016-09-10,female,35_44,Chick-fil-A,1488
2016-09-10,female,Under_18,Popeyes Louisiana Kitchen,3
2016-09-10,female,45_54,Chick-fil-A,629
2016-09-10,male,25_34,Chick-fil-A,1418
2016-09-10,female,65_plus,Chick-fil-A,63
2016-09-10,female,55_64,Popeyes Louisiana Kitchen,44
2016-09-10,female,65_plus,Popeyes Louisiana Kitchen,19
2016-09-10,female,25_34,Chick-fil-A,1292
2016-09-10,male,Under_18,Chick-fil-A,17
2016-09-10,male,45_54,Popeyes Louisiana Kitchen,192
2016-09-10,male,18_24,Popeyes Louisiana Kitchen,58
2016-09-10,male,55_64,Popeyes Louisiana Kitchen,61
2016-09-10,male,35_44,Chick-fil-A,1707
2016-09-10,male,55_64,Chick-fil-A,261
2016-09-10,male,45_54,Chick-fil-A,880
2016-09-10,male,18_24,Chick-fil-A,289
2016-09-10,female,45_54,Popeyes Louisiana Kitchen,128
2016-09-10,female,18_24,Popeyes Louisiana Kitchen,56
2016-09-10,female,55_64,Chick-fil-A,221
2016-09-10,female,25_34,Popeyes Louisiana Kitchen,318
2016-09-11,male,45_54,Popeyes Louisiana Kitchen,187
2016-09-11,female,45_54,Chick-fil-A,158
2016-09-11,male,18_24,Popeyes Louisiana Kitchen,42
2016-09-11,female,18_24,Popeyes Louisiana Kitchen,62
2016-09-11,female,25_34,Popeyes Louisiana Kitchen,299
2016-09-11,male,65_plus,Popeyes Louisiana Kitchen,13
2016-09-11,male,Under_18,Popeyes Louisiana Kitchen,1
2016-09-11,male,55_64,Chick-fil-A,63
2016-09-11,male,18_24,Chick-fil-A,87
2016-09-11,female,35_44,Popeyes Louisiana Kitchen,259
2016-09-11,female,65_plus,Chick-fil-A,24
2016-09-11,female,65_plus,Popeyes Louisiana Kitchen,10
2016-09-11,female,55_64,Popeyes Louisiana Kitchen,34
2016-09-11,female,55_64,Chick-fil-A,52
2016-09-11,male,35_44,Popeyes Louisiana Kitchen,341
2016-09-11,male,25_34,Popeyes Louisiana Kitchen,372
2016-09-11,female,45_54,Popeyes Louisiana Kitchen,97
2016-09-11,male,Under_18,Chick-fil-A,7
2016-09-11,male,35_44,Chick-fil-A,382
2016-09-11,male,45_54,Chick-fil-A,170
2016-09-11,female,35_44,Chick-fil-A,294
2016-09-11,female,Under_18,Chick-fil-A,7
2016-09-11,male,25_34,Chick-fil-A,408
2016-09-11,male,65_plus,Chick-fil-A,18
2016-09-11,female,18_24,Chick-fil-A,93
2016-09-11,female,25_34,Chick-fil-A,333
2016-09-11,male,55_64,Popeyes Louisiana Kitchen,60
2016-09-12,female,25_34,Popeyes Louisiana Kitchen,254
2016-09-12,female,65_plus,Popeyes Louisiana Kitchen,12
2016-09-12,male,45_54,Chick-fil-A,642
2016-09-12,male,25_34,Chick-fil-A,904
2016-09-12,male,45_54,Popeyes Louisiana Kitchen,184
2016-09-12,male,18_24,Popeyes Louisiana Kitchen,37
2016-09-12,male,65_plus,Chick-fil-A,75
2016-09-12,male,Under_18,Chick-fil-A,8
2016-09-12,female,55_64,Popeyes Louisiana Kitchen,46
2016-09-12,female,45_54,Chick-fil-A,458
2016-09-12,male,55_64,Popeyes Louisiana Kitchen,74
2016-09-12,female,35_44,Chick-fil-A,1017
2016-09-12,male,18_24,Chick-fil-A,205
2016-09-12,female,45_54,Popeyes Louisiana Kitchen,107
2016-09-12,male,25_34,Popeyes Louisiana Kitchen,331
2016-09-12,female,Under_18,Popeyes Louisiana Kitchen,3
2016-09-12,male,55_64,Chick-fil-A,192
2016-09-12,female,25_34,Chick-fil-A,864
2016-09-12,female,35_44,Popeyes Louisiana Kitchen,238
2016-09-12,female,18_24,Popeyes Louisiana Kitchen,42
2016-09-12,female,18_24,Chick-fil-A,200
2016-09-12,male,35_44,Popeyes Louisiana Kitchen,322
2016-09-12,male,35_44,Chick-fil-A,1091
2016-09-12,female,Under_18,Chick-fil-A,20
2016-09-12,male,Under_18,Popeyes Louisiana Kitchen,2
2016-09-12,female,55_64,Chick-fil-A,186
2016-09-12,male,65_plus,Popeyes Louisiana Kitchen,21
2016-09-12,female,65_plus,Chick-fil-A,72
2016-09-13,female,25_34,Chick-fil-A,1009
2016-09-13,female,55_64,Popeyes Louisiana Kitchen,43
2016-09-13,female,Under_18,Popeyes Louisiana Kitchen,3
2016-09-13,male,35_44,Chick-fil-A,1173
2016-09-13,female,55_64,Chick-fil-A,194
2016-09-13,male,55_64,Popeyes Louisiana Kitchen,68
2016-09-13,male,18_24,Popeyes Louisiana Kitchen,46
2016-09-13,female,45_54,Chick-fil-A,512
2016-09-13,female,65_plus,Popeyes Louisiana Kitchen,21
2016-09-13,male,25_34,Popeyes Louisiana Kitchen,349
2016-09-13,female,18_24,Popeyes Louisiana Kitchen,51
2016-09-13,female,25_34,Popeyes Louisiana Kitchen,259
2016-09-13,female,45_54,Popeyes Louisiana Kitchen,102
2016-09-13,male,65_plus,Chick-fil-A,84
2016-09-13,male,45_54,Popeyes Louisiana Kitchen,196
2016-09-13,male,Under_18,Chick-fil-A,8
2016-09-13,male,35_44,Popeyes Louisiana Kitchen,394
2016-09-13,male,65_plus,Popeyes Louisiana Kitchen,25
2016-09-13,male,18_24,Chick-fil-A,226
2016-09-13,female,18_24,Chick-fil-A,240
2016-09-13,female,65_plus,Chick-fil-A,86
2016-09-13,female,35_44,Popeyes Louisiana Kitchen,230
2016-09-13,female,Under_18,Chick-fil-A,17
2016-09-13,female,35_44,Chick-fil-A,1100
2016-09-13,male,45_54,Chick-fil-A,679
2016-09-13,male,55_64,Chick-fil-A,227
2016-09-13,male,25_34,Chick-fil-A,1055
2016-09-14,male,45_54,Chick-fil-A,752
2016-09-14,male,25_34,Chick-fil-A,1171
2016-09-14,female,65_plus,Chick-fil-A,76
2016-09-14,female,Under_18,Chick-fil-A,23
2016-09-14,male,Under_18,Chick-fil-A,10
2016-09-14,male,35_44,Chick-fil-A,1350
2016-09-14,female,25_34,Popeyes Louisiana Kitchen,244
2016-09-14,female,18_24,Chick-fil-A,270
2016-09-14,male,18_24,Popeyes Louisiana Kitchen,40
2016-09-14,female,35_44,Popeyes Louisiana Kitchen,260
2016-09-14,male,Under_18,Popeyes Louisiana Kitchen,1
2016-09-14,female,25_34,Chick-fil-A,1004
2016-09-14,female,65_plus,Popeyes Louisiana Kitchen,10
2016-09-14,male,35_44,Popeyes Louisiana Kitchen,356
2016-09-14,male,25_34,Popeyes Louisiana Kitchen,342
2016-09-14,male,45_54,Popeyes Louisiana Kitchen,191
2016-09-14,female,Under_18,Popeyes Louisiana Kitchen,2
2016-09-14,female,18_24,Popeyes Louisiana Kitchen,40
2016-09-14,male,18_24,Chick-fil-A,225
2016-09-14,male,65_plus,Popeyes Louisiana Kitchen,24
2016-09-14,female,35_44,Chick-fil-A,1192
2016-09-14,female,45_54,Popeyes Louisiana Kitchen,128
2016-09-14,male,55_64,Popeyes Louisiana Kitchen,62
2016-09-14,female,55_64,Popeyes Louisiana Kitchen,41
2016-09-14,male,55_64,Chick-fil-A,189
2016-09-14,female,45_54,Chick-fil-A,535
2016-09-14,female,55_64,Chick-fil-A,179
2016-09-14,male,65_plus,Chick-fil-A,79
2016-09-15,male,55_64,Chick-fil-A,253
2016-09-15,female,Under_18,Popeyes Louisiana Kitchen,2
2016-09-15,female,18_24,Popeyes Louisiana Kitchen,35
2016-09-15,female,25_34,Popeyes Louisiana Kitchen,264
2016-09-15,male,65_plus,Popeyes Louisiana Kitchen,18
2016-09-15,female,55_64,Popeyes Louisiana Kitchen,52
2016-09-15,male,45_54,Popeyes Louisiana Kitchen,179
2016-09-15,male,65_plus,Chick-fil-A,99
2016-09-15,male,25_34,Popeyes Louisiana Kitchen,356
2016-09-15,female,Under_18,Chick-fil-A,36
2016-09-15,male,35_44,Popeyes Louisiana Kitchen,342
2016-09-15,male,Under_18,Popeyes Louisiana Kitchen,3
2016-09-15,male,45_54,Chick-fil-A,760
2016-09-15,female,35_44,Popeyes Louisiana Kitchen,249
2016-09-15,female,35_44,Chick-fil-A,1313
2016-09-15,male,18_24,Chick-fil-A,260
2016-09-15,male,Under_18,Chick-fil-A,14
2016-09-15,female,65_plus,Chick-fil-A,69
2016-09-15,female,65_plus,Popeyes Louisiana Kitchen,20
2016-09-15,female,18_24,Chick-fil-A,272
2016-09-15,male,18_24,Popeyes Louisiana Kitchen,48
2016-09-15,female,45_54,Popeyes Louisiana Kitchen,134
2016-09-15,female,25_34,Chick-fil-A,1111
2016-09-15,male,25_34,Chick-fil-A,1184
2016-09-15,male,35_44,Chick-fil-A,1378
2016-09-15,male,55_64,Popeyes Louisiana Kitchen,83
2016-09-15,female,45_54,Chick-fil-A,615
2016-09-15,female,55_64,Chick-fil-A,209
2016-09-16,male,Under_18,Chick-fil-A,19
2016-09-16,female,65_plus,Popeyes Louisiana Kitchen,14
2016-09-16,male,25_34,Popeyes Louisiana Kitchen,433
2016-09-16,female,25_34,Chick-fil-A,1309
2016-09-16,male,45_54,Chick-fil-A,860
2016-09-16,female,25_34,Popeyes Louisiana Kitchen,296
2016-09-16,female,55_64,Chick-fil-A,210
2016-09-16,male,65_plus,Popeyes Louisiana Kitchen,19
2016-09-16,male,55_64,Chick-fil-A,230
2016-09-16,female,55_64,Popeyes Louisiana Kitchen,49
